日付,方法,カテゴリ,カテゴリの内訳,支払元,入金先,品目,メモ,お店,通貨,収入,支出,振替
2023-03-22,payment,食費,食料品,現金,-,不明,,業務スーパー　リカーキング府中本宿店,JPY,0,-116,0
2023-03-22,payment,食費,食料品,現金,-,釧圏BI,,業務スーパー　リカーキング府中本宿店,JPY,0,11,0
2023-03-22,payment,食費,食料品,現金,-,小II,,業務スーパー　リカーキング府中本宿店,JPY,0,143,0
2023-03-22,payment,食費,食料品,現金,-,タ884M1棄鎮きそぱ,,業務スーパー　リカーキング府中本宿店,JPY,0,23,0
2023-03-22,payment,食費,食料品,現金,-,タ8hNハチ荒挽こしょう,,業務スーパー　リカーキング府中本宿店,JPY,0,78,0
2023-03-22,payment,食費,食料品,現金,-,"N%&輪1Aト80c,j12:舅麒濡",,業務スーパー　リカーキング府中本宿店,JPY,0,15,0
2023-03-22,payment,食費,食料品,現金,-,不明,,ロピア,JPY,0,57,0
2023-03-22,payment,食費,食料品,現金,-,キャベツ,,ロピア,JPY,0,159,0
2023-03-22,payment,食費,食料品,現金,-,スカイリーフカラダオモイノコメアブラ,,ロピア,JPY,0,399,0
2023-03-22,payment,食費,食料品,現金,-,スプーンジョウハクトウ,,ロピア,JPY,0,159,0
2023-03-20,payment,食費,食料品,現金,-,不明,,オーケー　西国分寺店,JPY,0,71,0
2023-03-20,payment,食費,食料品,-,-,外税,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,105,0
2023-03-20,payment,食費,食料品,-,-,ブルガリアフローズンヨーグル,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,190,0
2023-03-20,payment,食費,食料品,-,-,ブラック,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,55,0
2023-03-20,payment,食費,食料品,-,-,復刻3色トリノ,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,55,0
2023-03-20,payment,食費,食料品,-,-,爽練乳いちご,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,79,0
2023-03-20,payment,食費,食料品,-,-,爽メロンソーダフロート,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,158,0
2023-03-20,payment,食費,食料品,-,-,爽10年目のバニラ,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,79,0
2023-03-20,payment,食費,食料品,-,-,アサヒ贅沢搾り桃3,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,98,0
2023-03-20,payment,食費,食料品,-,-,アサヒ贅沢搾りグレー,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,98,0
2023-03-20,payment,食費,食料品,-,-,ブルガリアヨーグルトLB,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,128,0
2023-03-20,payment,食費,食料品,-,-,トモヱ乳業北海道プレー,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,105,0
2023-03-20,payment,食費,食料品,-,-,ウィルフィリピン産バナ,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,98,0
2023-03-20,payment,食費,食料品,-,-,越後製菓ふんわり名人き,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,138,0
2023-03-20,payment,食費,食料品,現金,-,大介払い,,オーケー　西国分寺店,JPY,0,-330,0
2023-03-20,payment,食費,食料品,現金,-,外税,,オーケー　西国分寺店,JPY,0,44,0
2023-03-20,payment,食費,食料品,現金,-,割引,,オーケー　西国分寺店,JPY,0,-15,0
2023-03-20,payment,食費,食料品,現金,-,割引,,オーケー　西国分寺店,JPY,0,-71,0
2023-03-20,payment,食費,食料品,現金,-,ニッシンナマパスタタラコトウニ,,オーケー　西国分寺店,JPY,0,161,0
2023-03-20,payment,食費,食料品,現金,-,ニッシンチュウカシルナシタンタンメン,,オーケー　西国分寺店,JPY,0,152,0
2023-03-20,payment,食費,食料品,現金,-,イセアカドリノウマミサンラン10コ,,オーケー　西国分寺店,JPY,0,258,0
2023-03-15,payment,日用雑貨,消耗品,-,-,外税,,,JPY,0,30,0
2023-03-15,payment,日用雑貨,消耗品,-,-,チャック付マスクポーチ,,,JPY,0,100,0
2023-03-15,payment,日用雑貨,消耗品,-,-,キレイストッカースモール,,,JPY,0,100,0
2023-03-15,payment,日用雑貨,消耗品,-,-,シャカシャカねぎポット,,,JPY,0,100,0
2023-03-14,payment,食費,食料品,現金,-,外税,,ロピア,JPY,0,111,0
2023-03-14,payment,食費,食料品,現金,-,コクサンワカドリムネニク1マイ,,ロピア,JPY,0,721,0
2023-03-14,payment,食費,食料品,現金,-,ヒトカブマイタケ,,ロピア,JPY,0,159,0
2023-03-14,payment,食費,食料品,現金,-,キャベツ,,ロピア,JPY,0,159,0
2023-03-14,payment,食費,食料品,現金,-,ロッテソウメロンソーダ,,ロピア,JPY,0,178,0
2023-03-14,payment,食費,食料品,現金,-,メイジエッセルスーパーカップマッチャ,,ロピア,JPY,0,178,0
2023-03-14,payment,食費,食料品,-,-,外税,,業務スーパー　リカーキング府中本宿店,JPY,0,53,0
2023-03-14,payment,食費,食料品,-,-,1食焼きそば,,業務スーパー　リカーキング府中本宿店,JPY,0,23,0
2023-03-14,payment,食費,食料品,-,-,緑の小籾納豆,,業務スーパー　リカーキング府中本宿店,JPY,0,84,0
2023-03-14,payment,食費,食料品,-,-,白菜キムチ40,,業務スーパー　リカーキング府中本宿店,JPY,0,188,0
2023-03-14,payment,食費,食料品,-,-,肉だんご,,業務スーパー　リカーキング府中本宿店,JPY,0,170,0
2023-03-14,payment,食費,食料品,-,-,冷凍バラ,,業務スーパー　リカーキング府中本宿店,JPY,0,198,0
2023-03-12,payment,日用雑貨,消耗品,-,-,外税,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,11,0
2023-03-12,payment,日用雑貨,消耗品,-,-,o森永あじわい便り1000,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,148,0
2023-03-12,payment,日用雑貨,消耗品,-,-,ゴミ袋,,ダイソー,JPY,0,110,0
2023-03-12,payment,日用雑貨,消耗品,-,-,蛍光灯,,Amazon,JPY,0,1982,0
2023-03-11,payment,住まい,家電,-,-,設置・運搬費料,,,JPY,0,1760,0
2023-03-11,payment,住まい,家電,-,-,リサイクル料金,,,JPY,0,3740,0
2023-03-11,payment,住まい,家電,-,-,冷蔵庫,,,JPY,0,33200,0
2023-03-10,payment,水道・光熱,水道料金,-,-,,,,JPY,0,3333,0
2023-03-10,payment,日用雑貨,消耗品,-,-,割引,,,JPY,0,-33,0
2023-03-10,payment,日用雑貨,消耗品,-,-,パヌノフレゆず,,,JPY,0,217,0
2023-03-09,payment,食費,食料品,現金,-,外税,,オーケー　西国分寺店,JPY,0,25,0
2023-03-09,payment,食費,食料品,現金,-,割引,,オーケー　西国分寺店,JPY,0,-8,0
2023-03-09,payment,食費,食料品,現金,-,Fイセアカドリノウマミサンラン10コ,,オーケー　西国分寺店,JPY,0,234,0
2023-03-09,payment,食費,食料品,現金,-,Fソウレンニュウイチゴ,,オーケー　西国分寺店,JPY,0,90,0
2023-03-07,payment,食費,食料品,-,-,外税,,業務スーパー　リカーキング府中本宿店,JPY,0,67,0
2023-03-07,payment,食費,食料品,-,-,ゝヽ1食焼きそば,,業務スーパー　リカーキング府中本宿店,JPY,0,23,0
2023-03-07,payment,食費,食料品,-,-,緑の小粒納豆,,業務スーパー　リカーキング府中本宿店,JPY,0,84,0
2023-03-07,payment,食費,食料品,-,-,豆板醤,,業務スーパー　リカーキング府中本宿店,JPY,0,238,0
2023-03-07,payment,食費,食料品,-,-,コンソメ,,業務スーパー　リカーキング府中本宿店,JPY,0,328,0
2023-03-07,payment,食費,食料品,-,-,、、・、つゆの索,,業務スーパー　リカーキング府中本宿店,JPY,0,168,0
2023-03-06,payment,食費,食料品,現金,-,,,,JPY,0,35,0
2023-03-06,payment,食費,食料品,現金,-,大介支払い,,,JPY,0,-200,0
2023-03-06,payment,食費,食料品,現金,-,ノ料,,,JPY,0,89,0
2023-03-06,payment,食費,食料品,現金,-,ヤサシイミズノ諦桝ン,,,JPY,0,78,0
2023-03-06,payment,食費,食料品,現金,-,テンネンスイピュアノモリ,,,JPY,0,110,0
2023-03-06,payment,食費,食料品,現金,-,サッホ'Dチョウォ\1ウメサリー,,,JPY,0,139,0
2023-03-05,payment,日用雑貨,消耗品,-,-,フライパン,,Amazon,JPY,0,1091,0
2023-03-05,payment,水道・光熱,ガス料金,-,-,,,エナジーダイレクト,JPY,0,5279,0
2023-03-05,payment,水道・光熱,ガス料金,-,-,,,エナジーダイレクト,JPY,0,6257,0
2023-03-04,payment,食費,食料品,-,-,不明,,業務スーパー　リカーキング府中本宿店,JPY,0,-8995,0
2023-03-04,payment,食費,食料品,-,-,外税,,業務スーパー　リカーキング府中本宿店,JPY,0,115,0
2023-03-04,payment,食費,食料品,-,-,にんにく中国産,,業務スーパー　リカーキング府中本宿店,JPY,0,78,0
2023-03-04,payment,食費,食料品,-,-,ドラムスティック,,業務スーパー　リカーキング府中本宿店,JPY,0,65,0
2023-03-04,payment,食費,食料品,-,-,鶏モモ肉,,業務スーパー　リカーキング府中本宿店,JPY,0,2,0
2023-03-04,payment,食費,食料品,-,-,銅名むぎ枝豆,,業務スーパー　リカーキング府中本宿店,JPY,0,228,0
2023-03-04,payment,食費,食料品,-,-,畑金の鶏だし,,業務スーパー　リカーキング府中本宿店,JPY,0,198,0
2023-03-04,payment,食費,食料品,-,-,00so04楕算機4,,業務スーパー　リカーキング府中本宿店,JPY,0,9873,0
2023-03-04,payment,食費,食料品,現金,-,不明,,ロピア,JPY,0,382,0
2023-03-04,payment,食費,食料品,現金,-,外税,,ロピア,JPY,0,48,0
2023-03-04,payment,食費,食料品,現金,-,1カブマイタケ,,ロピア,JPY,0,15,0
2023-03-04,payment,食費,食料品,現金,-,タ8メイジェッ!ルスーポーカッフ'ティラえス,,ロピア,JPY,0,82,0
2023-03-04,payment,食費,食料品,現金,-,タ8メイジエッ14ルスーバーカツフ'マッチャve,,ロピア,JPY,0,2,0
2023-03-04,payment,食費,食料品,現金,-,タ・8タクVイッヒンタイメ2ワ21,,ロピア,JPY,0,129,0
2023-03-04,payment,食費,食料品,現金,-,ク86日0WAホッtケ*4トツクス,,ロピア,JPY,0,1,0
2023-03-04,payment,日用雑貨,消耗品,-,-,外税,,,JPY,0,10,0
2023-03-04,payment,日用雑貨,消耗品,-,-,コーナークッションNベーシックカラー2,,,JPY,0,100,0
2023-03-03,payment,日用雑貨,消耗品,-,-,外税,,西友　国分寺食品館,JPY,0,26,0
2023-03-03,payment,日用雑貨,消耗品,-,-,KKアルミホイル,,西友　国分寺食品館,JPY,0,158,0
2023-03-03,payment,日用雑貨,消耗品,-,-,KKラップ22x50,,西友　国分寺食品館,JPY,0,108,0
2023-02-24,payment,食費,食料品,現金,-,大介支払い,,ロピア,JPY,0,-800,0
2023-02-24,payment,食費,食料品,現金,-,外税,,ロピア,JPY,0,129,0
2023-02-24,payment,食費,食料品,現金,-,アボカド(バラ),,ロピア,JPY,0,139,0
2023-02-24,payment,食費,食料品,現金,-,JA4バラギレタス,,ロピア,JPY,0,159,0
2023-02-24,payment,食費,食料品,現金,-,キャベツ,,ロピア,JPY,0,199,0
2023-02-24,payment,食費,食料品,現金,-,タネ8オオサカオウショウプルモチスイギョウサ,,ロピア,JPY,0,379,0
2023-02-24,payment,食費,食料品,現金,-,レッドブル・レッドエディション25,,ロピア,JPY,0,297,0
2023-02-24,payment,食費,食料品,現金,-,サッポロイチバンミソラーメン,,ロピア,JPY,0,333,0
2023-02-24,payment,食費,食料品,現金,-,タネ8マルデランワギリ|ウガラシ20G,,ロピア,JPY,0,109,0
2023-02-24,payment,食費,食料品,-,-,外税,,業務スーパー　リカーキング府中本宿店,JPY,0,24,0
2023-02-24,payment,食費,食料品,-,-,1食焼きそば,,業務スーパー　リカーキング府中本宿店,JPY,0,46,0
2023-02-24,payment,食費,食料品,-,-,白菜キムチ,,業務スーパー　リカーキング府中本宿店,JPY,0,188,0
2023-02-24,payment,食費,食料品,-,-,ハチ荒挽こしょう,,業務スーパー　リカーキング府中本宿店,JPY,0,78,0
2023-02-23,payment,食費,食料品,現金,-,外税,,オーケー　西国分寺店,JPY,0,44,0
2023-02-23,payment,食費,食料品,現金,-,割引,,オーケー　西国分寺店,JPY,0,-16,0
2023-02-23,payment,食費,食料品,現金,-,フジッコオトクヨウ136g,,オーケー　西国分寺店,JPY,0,360,0
2023-02-23,payment,食費,食料品,現金,-,イセアカドリノウマミサンラン10コ,,オーケー　西国分寺店,JPY,0,218,0
2023-02-23,payment,食費,食料品,-,-,外税,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,6,0
2023-02-23,payment,食費,食料品,-,-,小粒納豆(たれ､からし無)3,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,84,0
2023-02-22,payment,日用雑貨,消耗品,-,-,割引,,株式会社サンドラッグ　国分寺本町店,JPY,0,-33,0
2023-02-22,payment,日用雑貨,消耗品,-,-,クリニカADWクリア#,,株式会社サンドラッグ　国分寺本町店,JPY,0,217,0
2023-02-21,payment,医療・保険,薬代,-,-,外税,,クリエイトＳＤ　にしこくマイン店,JPY,0,49,0
2023-02-21,payment,医療・保険,薬代,-,-,2サロンパス40枚,,クリエイトＳＤ　にしこくマイン店,JPY,0,498,0
2023-02-21,payment,日用雑貨,消耗品,-,-,不明,,１００円ショップ　キャンドゥ西国分寺マイン店,JPY,0,-940,0
2023-02-21,payment,日用雑貨,消耗品,-,-,pート,,１００円ショップ　キャンドゥ西国分寺マイン店,JPY,0,550,0
2023-02-21,payment,日用雑貨,消耗品,-,-,フロストフラットバッグMドイリ,,１００円ショップ　キャンドゥ西国分寺マイン店,JPY,0,100,0
2023-02-21,payment,日用雑貨,消耗品,-,-,のぴのぴドーナツボディ洗いP/,,１００円ショップ　キャンドゥ西国分寺マイン店,JPY,0,100,0
2023-02-21,payment,日用雑貨,消耗品,-,-,クリアシンプルケースペンスタン,,１００円ショップ　キャンドゥ西国分寺マイン店,JPY,0,100,0
2023-02-21,payment,日用雑貨,消耗品,-,-,マスキングテープ彩金魚,,１００円ショップ　キャンドゥ西国分寺マイン店,JPY,0,100,0
2023-02-21,payment,日用雑貨,消耗品,-,-,ぷち袋うさちゃん8枚,,１００円ショップ　キャンドゥ西国分寺マイン店,JPY,0,100,0
2023-02-18,payment,日用雑貨,消耗品,-,-,割引,,サンドラッグ　川口店,JPY,0,-30,0
2023-02-18,payment,日用雑貨,消耗品,-,-,ミルキィせっけん詰替,,サンドラッグ　川口店,JPY,0,195,0
2023-02-17,payment,日用雑貨,消耗品,-,-,不明,,サンドラッグ　新宿通り店,JPY,0,-22,0
2023-02-17,payment,日用雑貨,消耗品,-,-,LUXストレートTM大,,サンドラッグ　新宿通り店,JPY,0,217,0
2023-02-17,payment,日用雑貨,消耗品,-,-,割引,,サンドラッグ　新宿通り店,JPY,0,-22,0
2023-02-17,payment,日用雑貨,消耗品,-,-,LUXストレートCD替,,サンドラッグ　新宿通り店,JPY,0,217,0
2023-02-15,payment,食費,食料品,現金,-,大介支払い,,オーケー　西国分寺店,JPY,0,-100,0
2023-02-15,payment,食費,食料品,現金,-,不明,,オーケー　西国分寺店,JPY,0,598,0
2023-02-15,payment,食費,食料品,現金,-,離鴫櫓roMvgSfA,,オーケー　西国分寺店,JPY,0,9,0
2023-02-15,payment,食費,食料品,現金,-,隋料晶鶴楮,,オーケー　西国分寺店,JPY,0,32,0
2023-02-15,payment,食費,食料品,現金,-,ic*料嘉朧割ぎI・,,オーケー　西国分寺店,JPY,0,11,0
2023-02-15,payment,食費,食料品,現金,-,穐I*(1歯計鴫,,オーケー　西国分寺店,JPY,0,11,0
2023-02-15,payment,食費,食料品,現金,-,割引,,オーケー　西国分寺店,JPY,0,-21,0
2023-02-15,payment,食費,食料品,現金,-,蘭哺1゛^・ivvNllた,,オーケー　西国分寺店,JPY,0,1,0
2023-02-09,payment,食費,食料品,現金,-,,,,JPY,0,187,0
2023-02-09,payment,食費,食料品,現金,-,,,,JPY,0,129,0
2023-02-09,payment,食費,食料品,現金,-,,,,JPY,0,500,0
2023-02-09,payment,食費,食料品,現金,-,大介支払い,,,JPY,0,-700,0
2023-02-09,payment,食費,食料品,現金,-,外税,,,JPY,0,12,0
2023-02-09,payment,食費,食料品,現金,-,コクサンワカドリムネニク(1マイ),,,JPY,0,1198,0
2023-02-09,payment,食費,食料品,現金,-,ウシブタアイビキニク(ダイ),,,JPY,0,640,0
2023-02-09,payment,通信,インターネット関連費,-,-,,,,JPY,0,5216,0
2023-02-07,payment,食費,食料品,現金,-,外税,,ロピア,JPY,0,88,0
2023-02-07,payment,食費,食料品,現金,-,ヒ[カブマイ勤,,ロピア,JPY,0,159,0
2023-02-07,payment,食費,食料品,現金,-,BIgカニ[マ[クリーム,,ロピア,JPY,0,152,0
2023-02-07,payment,食費,食料品,現金,-,ムラカワニュジカエンバター,,ロピア,JPY,0,199,0
2023-02-07,payment,食費,食料品,現金,-,イタリアゴレトエクス[ラバージンオ,,ロピア,JPY,0,599,0
2023-02-07,payment,水道・光熱,電気料金,-,-,,,エナジーダイレクト,JPY,0,7849,0
2023-02-07,payment,水道・光熱,ガス料金,-,-,,,エナジーダイレクト,JPY,0,7262,0
2023-02-07,payment,食費,食料品,-,-,外税,,業務スーパー　リカーキング府中本宿店,JPY,0,19,0
2023-02-07,payment,食費,食料品,-,-,にんにく(中国産),,業務スーパー　リカーキング府中本宿店,JPY,0,78,0
2023-02-07,payment,食費,食料品,-,-,肉だんご,,業務スーパー　リカーキング府中本宿店,JPY,0,170,0
2023-02-05,transfer,,,住信 SBI ネット銀行 代表口座,現金,,かなこ試験代金,,JPY,0,0,420
2023-02-04,payment,食費,食料品,-,-,不明,,生鮮館和光府中店,JPY,0,-226,0
2023-02-04,payment,食費,食料品,-,-,%税額鴫,,生鮮館和光府中店,JPY,0,18,0
2023-02-04,payment,食費,食料品,-,-,dt,,生鮮館和光府中店,JPY,0,226,0
2023-02-04,payment,食費,食料品,-,-,エリンギ,,生鮮館和光府中店,JPY,0,68,0
2023-02-04,payment,食費,食料品,-,-,じゃが芋①,,生鮮館和光府中店,JPY,0,158,0
2023-02-04,payment,食費,食料品,-,-,外税,,業務スーパー　リカーキング府中本宿店,JPY,0,38,0
2023-02-04,payment,食費,食料品,-,-,濃厚豆乳絹ごし,,業務スーパー　リカーキング府中本宿店,JPY,0,32,0
2023-02-04,payment,食費,食料品,-,-,1食焼きそば,,業務スーパー　リカーキング府中本宿店,JPY,0,23,0
2023-02-04,payment,食費,食料品,-,-,緑の小粒納豆,,業務スーパー　リカーキング府中本宿店,JPY,0,42,0
2023-02-04,payment,食費,食料品,-,-,菊川の和風みりん,,業務スーパー　リカーキング府中本宿店,JPY,0,138,0
2023-02-04,payment,食費,食料品,-,-,葡川の料瑞画,,業務スーパー　リカーキング府中本宿店,JPY,0,138,0
2023-02-04,payment,食費,食料品,-,-,神戸物産上級本醸,,業務スーパー　リカーキング府中本宿店,JPY,0,105,0
2023-02-04,payment,日用雑貨,消耗品,-,-,外税,,西友　国分寺食品館,JPY,0,26,0
2023-02-04,payment,日用雑貨,消耗品,-,-,04KKHレyトs,,西友　国分寺食品館,JPY,0,268,0
2023-02-03,payment,食費,食料品,現金,-,大介支払い,,オーケー　西国分寺店,JPY,0,-200,0
2023-02-03,payment,食費,食料品,現金,-,外税,,オーケー　西国分寺店,JPY,0,21,0
2023-02-03,payment,食費,食料品,現金,-,外税,,オーケー　西国分寺店,JPY,0,54,0
2023-02-03,payment,食費,食料品,現金,-,割引,,オーケー　西国分寺店,JPY,0,-17,0
2023-02-03,payment,食費,食料品,現金,-,グリコクレアクラムチャウダー,,オーケー　西国分寺店,JPY,0,111,0
2023-02-03,payment,食費,食料品,現金,-,グリコクレアクリームシチュー,,オーケー　西国分寺店,JPY,0,111,0
2023-02-03,payment,食費,食料品,現金,-,アキタバラエティタマゴ,,オーケー　西国分寺店,JPY,0,204,0
2023-02-03,payment,食費,食料品,現金,-,ロッテソウノウコウナマキャラメルバニラ,,オーケー　西国分寺店,JPY,0,180,0
2023-02-03,payment,食費,食料品,現金,-,ソウバニラ190ml,,オーケー　西国分寺店,JPY,0,90,0
2023-02-03,payment,食費,食料品,現金,-,ヒョウケツイチゴモウイッコ350,,オーケー　西国分寺店,JPY,0,105,0
2023-02-03,payment,食費,食料品,現金,-,オトコウメサワー350ml,,オーケー　西国分寺店,JPY,0,105,0
2023-01-31,payment,日用雑貨,消耗品,-,-,国分寺市可燃ゴミM10枚,,セブン‐イレブン　国立東３丁目店,JPY,0,200,0
2023-01-30,payment,日用雑貨,消耗品,-,-,リチウム電池,,ヨドバシドットコム,JPY,0,368,0
2023-01-27,payment,食費,食料品,-,-,水切りネット(ストッキン,,,JPY,0,110,0
2023-01-27,payment,食費,食料品,-,-,ペーパータオル150枚,,,JPY,0,110,0
2023-01-27,payment,食費,食料品,-,-,(%8%対奮\178),,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,14,0
2023-01-27,payment,食費,食料品,-,-,o鶏卵バックMS10個,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,178,0
2023-01-25,payment,食費,食料品,現金,-,ウシブタアイビキニク(ダイ),,,JPY,0,602,0
2023-01-25,payment,食費,食料品,現金,-,アボカド(バラ),,,JPY,0,139,0
2023-01-25,payment,食費,食料品,現金,-,エリンギオオイリ,,,JPY,0,159,0
2023-01-25,payment,食費,食料品,現金,-,ヒトカブマイタケ,,,JPY,0,159,0
2023-01-25,payment,食費,食料品,現金,-,タクミノイッピンタイチクワ2コ,,,JPY,0,129,0
2023-01-25,payment,食費,食料品,現金,-,ムラカワカケルチーズ,,,JPY,0,555,0
2023-01-25,payment,食費,食料品,-,-,外税,,業務スーパー　リカーキング府中本宿店,JPY,0,158,0
2023-01-25,payment,食費,食料品,-,-,サラダスティック,,業務スーパー　リカーキング府中本宿店,JPY,0,69,0
2023-01-25,payment,食費,食料品,-,-,濃厚豆乳絹ごし,,業務スーパー　リカーキング府中本宿店,JPY,0,64,0
2023-01-25,payment,食費,食料品,-,-,1食焼きそば,,業務スーパー　リカーキング府中本宿店,JPY,0,23,0
2023-01-25,payment,食費,食料品,-,-,緑の小粒納豆,,業務スーパー　リカーキング府中本宿店,JPY,0,42,0
2023-01-25,payment,食費,食料品,-,-,激辛らーめん,,業務スーパー　リカーキング府中本宿店,JPY,0,158,0
2023-01-25,payment,食費,食料品,-,-,冷凍鶏モモ肉2,,業務スーパー　リカーキング府中本宿店,JPY,0,1098,0
2023-01-25,payment,食費,食料品,-,-,ヒ冷凍讃岐うどん,,業務スーパー　リカーキング府中本宿店,JPY,0,168,0
2023-01-25,payment,食費,食料品,-,-,むき枝豆,,業務スーパー　リカーキング府中本宿店,JPY,0,228,0
2023-01-25,payment,食費,食料品,-,-,スパゲッティ1.,,業務スーパー　リカーキング府中本宿店,JPY,0,128,0
2023-01-18,payment,食費,食料品,-,-,不明,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,70,0
2023-01-18,payment,食費,食料品,-,-,外税,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,27,0
2023-01-18,payment,食費,食料品,-,-,ウィルフィリピン産バナ,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,98,0
2023-01-18,payment,食費,食料品,-,-,鶏卵パックMS10個,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,168,0
2023-01-18,payment,食費,食料品,-,-,日清シスコココナッツサ,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,8,0
2023-01-17,payment,食費,食料品,現金,-,大介支払い,,ロピア,JPY,0,-180,0
2023-01-17,payment,食費,食料品,現金,-,(銀IM8,,ロピア,JPY,0,102,0
2023-01-17,payment,食費,食料品,現金,-,コクサンワカドリムネニク1マイ,,ロピア,JPY,0,665,0
2023-01-17,payment,食費,食料品,現金,-,ハクサイ(1/2カット),,ロピア,JPY,0,109,0
2023-01-17,payment,食費,食料品,現金,-,ニッシンショクヒンレイトウニッシンチュウカ,,ロピア,JPY,0,179,0
2023-01-17,payment,食費,食料品,現金,-,ロッテソウナツカシノ|クセイフ'jン,,ロピア,JPY,0,82,0
2023-01-17,payment,食費,食料品,現金,-,靭ナガニュウギョウMOMチーコレー,,ロピア,JPY,0,82,0
2023-01-17,payment,食費,食料品,現金,-,メイジエッセルスーパーカップチョウバ,,ロピア,JPY,0,82,0
2023-01-17,payment,食費,食料品,現金,-,メイジエッセルスーパーカップマッチャ,,ロピア,JPY,0,82,0
2023-01-17,payment,食費,食料品,-,-,外税,,業務スーパー　リカーキング府中本宿店,JPY,0,48,0
2023-01-17,payment,食費,食料品,-,-,すこやかプレーンヨ,,業務スーパー　リカーキング府中本宿店,JPY,0,88,0
2023-01-17,payment,食費,食料品,-,-,濃厚豆乳絹ごし,,業務スーパー　リカーキング府中本宿店,JPY,0,64,0
2023-01-17,payment,食費,食料品,-,-,1食焼きそば,,業務スーパー　リカーキング府中本宿店,JPY,0,23,0
2023-01-17,payment,食費,食料品,-,-,神戸シェフマヨネ,,業務スーパー　リカーキング府中本宿店,JPY,0,158,0
2023-01-17,payment,食費,食料品,-,-,菊川の和風みりん,,業務スーパー　リカーキング府中本宿店,JPY,0,138,0
2023-01-17,payment,食費,食料品,-,-,菊川の料理酒,,業務スーパー　リカーキング府中本宿店,JPY,0,138,0
2023-01-14,payment,日用雑貨,消耗品,-,-,割引,,株式会社サンドラッグ　国分寺本町店,JPY,0,-53,0
2023-01-14,payment,日用雑貨,消耗品,-,-,バスクレAg+詰替大,,株式会社サンドラッグ　国分寺本町店,JPY,0,349,0
2023-01-14,payment,日用雑貨,消耗品,-,-,割引,,株式会社サンドラッグ　国分寺本町店,JPY,0,-33,0
2023-01-14,payment,日用雑貨,消耗品,-,-,ボディフィット羽なし,,株式会社サンドラッグ　国分寺本町店,JPY,0,217,0
2023-01-13,payment,水道・光熱,水道料金,-,-,,,東京水道局,JPY,0,4336,0
2023-01-12,payment,水道・光熱,ガス料金,-,-,,,エナジーダイレクト,JPY,0,5215,0
2023-01-12,payment,水道・光熱,電気料金,-,-,,,エナジーダイレクト,JPY,0,5330,0
2023-01-10,payment,通信,インターネット関連費,-,-,,,,JPY,0,5216,0
2023-01-07,payment,食費,食料品,現金,-,外税,,ロピア,JPY,0,65,0
2023-01-07,payment,食費,食料品,現金,-,ヒFカブマイタケ,,ロピア,JPY,0,109,0
2023-01-07,payment,食費,食料品,現金,-,オオサカオウショウプルモチスイギョウサ,,ロピア,JPY,0,327,0
2023-01-07,payment,食費,食料品,現金,-,モリナガニュウギョウPARMレモンカ,,ロピア,JPY,0,259,0
2023-01-07,payment,食費,食料品,現金,-,タネ8タクミノイッピンタイチクワ2コ,,ロピア,JPY,0,129,0
2023-01-07,payment,食費,食料品,-,-,不明,,業務スーパー　リカーキング府中本宿店,JPY,0,-6595,0
2023-01-07,payment,食費,食料品,-,-,外税,,業務スーパー　リカーキング府中本宿店,JPY,0,44,0
2023-01-07,payment,食費,食料品,-,-,にんにく中国産,,業務スーパー　リカーキング府中本宿店,JPY,0,78,0
2023-01-07,payment,食費,食料品,-,-,濃厚豆乳輔ごし,,業務スーパー　リカーキング府中本宿店,JPY,0,32,0
2023-01-07,payment,食費,食料品,-,-,1貴焼きそぱ,,業務スーパー　リカーキング府中本宿店,JPY,0,45,0
2023-01-07,payment,食費,食料品,-,-,畑棘の小籾納豆,,業務スーパー　リカーキング府中本宿店,JPY,0,42,0
2023-01-07,payment,食費,食料品,-,-,j+凍ニラ,,業務スーパー　リカーキング府中本宿店,JPY,0,198,0
2023-01-07,payment,食費,食料品,-,-,外B神戸シェフマヨネ,,業務スーパー　リカーキング府中本宿店,JPY,0,158,0
