日付,方法,カテゴリ,カテゴリの内訳,支払元,入金先,品目,メモ,お店,通貨,収入,支出,振替
2021-08-20,payment,食費,食料品,現金,-,ホロヨイユズトハッサク350,,オーケー　西国分寺店,JPY,0,91,0
2021-08-20,payment,食費,食料品,現金,-,ニッポンプレミアムパイナップル,,オーケー　西国分寺店,JPY,0,89,0
2021-08-20,payment,食費,食料品,現金,-,-196ドアキブドウ350ml,,オーケー　西国分寺店,JPY,0,91,0
2021-08-20,payment,食費,食料品,現金,-,アマンディフローズンホイップ,,オーケー　西国分寺店,JPY,0,225,0
2021-08-20,payment,日用雑貨,消耗品,-,-,,撥水コーティング剤,Amazon,JPY,0,731,0
2021-08-18,payment,食費,食料品,現金,-,不明,,オーケー　西国分寺店,JPY,0,60,0
2021-08-18,payment,食費,食料品,現金,-,外税,,オーケー　西国分寺店,JPY,0,29,0
2021-08-18,payment,食費,食料品,現金,-,割引,,オーケー　西国分寺店,JPY,0,-9,0
2021-08-18,payment,食費,食料品,現金,-,サイズイロイロオススメタマゴ10コ,,オーケー　西国分寺店,JPY,0,163,0
2021-08-18,payment,食費,食料品,現金,-,メイジエッセルカフェオレチョコチップ,,オーケー　西国分寺店,JPY,0,72,0
2021-08-18,payment,食費,食料品,現金,-,MOW(モウ)バニラ140ml,,オーケー　西国分寺店,JPY,0,72,0
2021-08-18,payment,食費,食料品,現金,-,ナガネギ,,オーケー　西国分寺店,JPY,0,6,0
2021-08-18,transfer,,,住信 SBI ネット銀行 代表口座,現金,,,,JPY,0,0,5000
2021-08-15,payment,食費,食料品,-,-,,天然水×5,ジェーソン西国分寺店,JPY,0,264,0
2021-08-15,payment,日用雑貨,消耗品,-,-,外税,,１００円ショップ　キャンドゥ西国分寺マイン店,JPY,0,60,0
2021-08-15,payment,日用雑貨,消耗品,-,-,のびのびキャンディボディ洗いN,,１００円ショップ　キャンドゥ西国分寺マイン店,JPY,0,100,0
2021-08-15,payment,日用雑貨,消耗品,-,-,sooジャンブ傘透明65,,１００円ショップ　キャンドゥ西国分寺マイン店,JPY,0,300,0
2021-08-15,payment,日用雑貨,消耗品,-,-,":z,'ZM?3個ホYト",,１００円ショップ　キャンドゥ西国分寺マイン店,JPY,0,200,0
2021-08-15,payment,日用雑貨,消耗品,-,-,悶十,,,JPY,0,110,0
2021-08-15,payment,日用雑貨,消耗品,-,-,割引,,サンドラッグ　国立店,JPY,0,-38,0
2021-08-15,payment,日用雑貨,消耗品,-,-,CCネクスDホワAP増,,サンドラッグ　国立店,JPY,0,250,0
2021-08-14,payment,水道・光熱,ガス料金,-,-,,8月料金,エナジーダイレクト,JPY,0,1919,0
2021-08-14,payment,水道・光熱,電気料金,-,-,,,loop電気,JPY,0,5222,0
2021-08-14,payment,食費,食料品,現金,-,外税,,ロピア,JPY,0,99,0
2021-08-14,payment,食費,食料品,現金,-,ウシブタアイビキニク(チュウ),,ロピア,JPY,0,349,0
2021-08-14,payment,食費,食料品,現金,-,じゃがいも(大入り),,ロピア,JPY,0,299,0
2021-08-14,payment,食費,食料品,現金,-,モリナガホッカイドウハ,,ロピア,JPY,0,299,0
2021-08-14,payment,食費,食料品,現金,-,ワガヤヤキニクヤニンニクダレ,,ロピア,JPY,0,199,0
2021-08-14,payment,食費,食料品,現金,-,ポッカポッカレモン100,,ロピア,JPY,0,99,0
2021-08-14,payment,食費,食料品,-,-,外税,,業務スーパー　リカーキング府中本宿店,JPY,0,141,0
2021-08-14,payment,食費,食料品,-,-,焼きそば,,業務スーパー　リカーキング府中本宿店,JPY,0,76,0
2021-08-14,payment,食費,食料品,-,-,冷凍鶏モモ肉2kg,,業務スーパー　リカーキング府中本宿店,JPY,0,648,0
2021-08-14,payment,食費,食料品,-,-,冷凍讃岐うどん,,業務スーパー　リカーキング府中本宿店,JPY,0,147,0
2021-08-14,payment,食費,食料品,-,-,ぷち大福,,業務スーパー　リカーキング府中本宿店,JPY,0,298,0
2021-08-14,payment,食費,食料品,-,-,業務スーパー･マル本,,業務スーパー　リカーキング府中本宿店,JPY,0,198,0
2021-08-14,payment,食費,食料品,-,-,おろしにんにく(チュー,,業務スーパー　リカーキング府中本宿店,JPY,0,198,0
2021-08-14,payment,食費,食料品,-,-,おろし生しょうが(チ,,業務スーパー　リカーキング府中本宿店,JPY,0,198,0
2021-08-12,payment,日用雑貨,消耗品,-,-,割引,,サンドラッグ　国立店,JPY,0,-61,0
2021-08-12,payment,日用雑貨,消耗品,-,-,アリエール部屋干し詰替大,,サンドラッグ　国立店,JPY,0,404,0
2021-08-11,payment,食費,食料品,現金,-,不明,,オーケー　西国分寺店,JPY,0,126,0
2021-08-11,payment,食費,食料品,現金,-,外税,,オーケー　西国分寺店,JPY,0,86,0
2021-08-11,payment,食費,食料品,現金,-,割引,,オーケー　西国分寺店,JPY,0,-27,0
2021-08-11,payment,食費,食料品,現金,-,ハウストクセンナマワサビ42g,,オーケー　西国分寺店,JPY,0,94,0
2021-08-11,payment,食費,食料品,現金,-,Kカコウバレイショデンプン500g,,オーケー　西国分寺店,JPY,0,169,0
2021-08-11,payment,食費,食料品,現金,-,ヤマキシロダシ500ml,,オーケー　西国分寺店,JPY,0,189,0
2021-08-11,payment,食費,食料品,現金,-,タマネギ,,オーケー　西国分寺店,JPY,0,204,0
2021-08-11,payment,食費,食料品,現金,-,サイズイロイロオススメタマゴ10コ,,オーケー　西国分寺店,JPY,0,168,0
2021-08-11,payment,食費,食料品,現金,-,コンドウギュウニュウ1000ml,,オーケー　西国分寺店,JPY,0,159,0
2021-08-09,payment,食費,食料品,-,-,外税,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,31,0
2021-08-09,payment,食費,食料品,-,-,AGFカフェラトリーポー,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,298,0
2021-08-09,payment,食費,食料品,-,-,昭和ホットケーキミックス,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,99,0
2021-08-08,payment,日用雑貨,消耗品,-,-,,"ハンガー5本組
※自分の買い物も一緒にしたから110円分LINEpayにチャージしたよ",ダイソー,JPY,0,110,0
2021-08-08,payment,日用雑貨,消耗品,-,-,外税,,,JPY,0,20,0
2021-08-08,payment,日用雑貨,消耗品,-,-,スラッタス&スカートピンチハンガー3P,,,JPY,0,200,0
2021-08-08,payment,住まい,家具,-,-,スリムペダルペール20BR,,ニトリ,JPY,0,999,0
2021-08-08,payment,日用雑貨,消耗品,-,-,不明,,,JPY,0,110,0
2021-08-08,payment,日用雑貨,消耗品,-,-,,バタフライ　412円 ×2,Amazon,JPY,0,824,0
2021-08-07,payment,日用雑貨,消耗品,-,-,エゼンさらさらCD替,,サンドラッグ　国立店,JPY,0,217,0
2021-08-07,payment,日用雑貨,消耗品,-,-,エセさらさ6S、P替,,サンドラッグ　国立店,JPY,0,217,0
2021-08-07,payment,日用雑貨,消耗品,-,-,ミルキイせっけん勤替,,サンドラッグ　国立店,JPY,0,217,0
2021-08-07,payment,日用雑貨,消耗品,-,-,,かんたん洗浄丸,ヨドバシドットコム,JPY,0,287,0
2021-08-06,payment,食費,食料品,-,-,,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,29,0
2021-08-06,payment,食費,食料品,-,-,5アサヒ贅沢搾りグレー,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,98,0
2021-08-06,payment,食費,食料品,-,-,5キリン氷結超冷感レモ,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,98,0
2021-08-06,payment,食費,食料品,-,-,fl57サヒカクテルPス,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,103,0
2021-08-05,payment,通信,インターネット関連費,-,-,,,nuro光,JPY,0,980,0
2021-08-05,payment,食費,食料品,-,-,外税,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,20,0
2021-08-05,payment,食費,食料品,-,-,ファンタグレープ1.5L,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,118,0
2021-08-05,payment,食費,食料品,-,-,鶏卵パックMS10個,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,132,0
2021-08-02,payment,日用雑貨,消耗品,-,-,いいね｡パイプクリーナー,,サンドラッグ　国立店,JPY,0,184,0
2021-08-02,payment,食費,食料品,-,-,ベットボトル用麦茶75g,,ダイソー国立店,JPY,0,216,0
2021-08-01,transfer,,,住信 SBI ネット銀行 代表口座,現金,,ATMから引き落とし,,JPY,0,0,5000
2021-08-01,payment,食費,食料品,-,-,外税,,ジェーソン西国分寺店,JPY,0,23,0
2021-08-01,payment,食費,食料品,-,-,jl.:Niンネンス4ピュアバリケース,,ジェーソン西国分寺店,JPY,0,294,0
2021-08-01,payment,食費,食料品,現金,-,不明,,,JPY,0,-404,0
2021-08-01,payment,食費,食料品,現金,-,蝿朦,,,JPY,0,200,0
2021-08-01,payment,食費,食料品,現金,-,割引,,,JPY,0,-26,0
2021-08-01,payment,食費,食料品,現金,-,NユーラスPAONEカット[マトカH001,,,JPY,0,276,0
2021-08-01,payment,食費,食料品,現金,-,コクサンワカドリムネニク(4マイ),,,JPY,0,402,0
2021-08-01,payment,食費,食料品,現金,-,ブタキリ朴シ,,,JPY,0,486,0
2021-08-01,payment,食費,食料品,現金,-,タ価臼ツウショクリョウモッチリキジノソユ,,,JPY,0,199,0
2021-08-01,payment,食費,食料品,現金,-,ロッテソウマルソボルモネード185,,,JPY,0,70,0
2021-08-01,payment,食費,食料品,現金,-,メイyエッセルスーパーカップマッチヤ,,,JPY,0,70,0
2021-08-01,payment,食費,食料品,現金,-,フタバ|クデカチョコバー,,,JPY,0,70,0
2021-08-01,payment,食費,食料品,現金,-,アンデイコゾュンヒッ|チーズ,,,JPY,0,70,0
2021-08-01,payment,食費,食料品,現金,-,ロッテソウバニラ,,,JPY,0,70,0
2021-08-01,payment,食費,食料品,現金,-,ロッテクーリッシュスズミラムネ140,,,JPY,0,140,0
2021-08-01,payment,食費,食料品,現金,-,|モエニュウギョウアセロラドリンク,,,JPY,0,89,0
2021-08-01,payment,食費,食料品,現金,-,娠ヤカソ'jサケチャヅケ,,,JPY,0,99,0
2021-08-01,payment,食費,食料品,現金,-,ワガヤヤキニクヤニンニクダレ,,,JPY,0,199,0
2021-08-01,payment,食費,食料品,現金,-,ロピ,,,JPY,0,701,0
2021-08-01,payment,食費,食料品,-,-,不明,,業務スーパー　リカーキング府中本宿店,JPY,0,-6874,0
2021-08-01,payment,食費,食料品,-,-,外税,,業務スーパー　リカーキング府中本宿店,JPY,0,122,0
2021-08-01,payment,食費,食料品,-,-,しろはんぺん,,業務スーパー　リカーキング府中本宿店,JPY,0,68,0
2021-08-01,payment,食費,食料品,-,-,サラダスティック,,業務スーパー　リカーキング府中本宿店,JPY,0,55,0
2021-08-01,payment,食費,食料品,-,-,1食焼きそば,,業務スーパー　リカーキング府中本宿店,JPY,0,76,0
2021-08-01,payment,食費,食料品,-,-,秀月ちくわ,,業務スーパー　リカーキング府中本宿店,JPY,0,128,0
2021-08-01,payment,食費,食料品,-,-,ブレンドチーズ,,業務スーパー　リカーキング府中本宿店,JPY,0,360,0
2021-08-01,payment,食費,食料品,-,-,l.4m,,業務スーパー　リカーキング府中本宿店,JPY,0,158,0
2021-08-01,payment,食費,食料品,-,-,和風みりんタイプ,,業務スーパー　リカーキング府中本宿店,JPY,0,138,0
2021-08-01,payment,食費,食料品,-,-,菊川の*蠣,,業務スーパー　リカーキング府中本宿店,JPY,0,128,0
2021-08-01,payment,食費,食料品,-,-,田中008172田中,,業務スーパー　リカーキング府中本宿店,JPY,0,7290,0
2021-08-01,payment,医療・保険,その他,現金,-,,防犯登録,アサヒ　府中店,JPY,0,660,0
2021-08-01,payment,日用雑貨,消耗品,現金,-,外税,,seria 府中,JPY,0,50,0
2021-08-01,payment,日用雑貨,消耗品,現金,-,フェイタレザースタンド,,seria 府中,JPY,0,100,0
2021-08-01,payment,日用雑貨,消耗品,現金,-,珪藻土コースターFOOD,,seria 府中,JPY,0,200,0
2021-08-01,payment,日用雑貨,消耗品,現金,-,キッチンミニフック8P白,,seria 府中,JPY,0,100,0
2021-08-01,payment,日用雑貨,消耗品,現金,-,取り付けカンタン扉用フック,,seria 府中,JPY,0,100,0
2021-07-25,payment,食費,食料品,-,-,,卵だけ,,JPY,0,163,0
2021-07-24,payment,日用雑貨,消耗品,-,-,外税,,西友　国立店,JPY,0,22,0
2021-07-24,payment,日用雑貨,消耗品,-,-,KNツ|S,,西友　国立店,JPY,0,227,0
2021-07-24,payment,食費,食料品,-,-,外税,,コープ国分寺内藤店,JPY,0,7,0
2021-07-24,payment,食費,食料品,-,-,割引,,コープ国分寺内藤店,JPY,0,-4,0
2021-07-24,payment,食費,食料品,-,-,たまねぎ(バラ),,コープ国分寺内藤店,JPY,0,96,0
2021-07-22,income,その他,,-,住信 SBI ネット銀行 代表口座,,,,JPY,50000,0,0
2021-07-19,payment,食費,食料品,-,-,外税,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,19,0
2021-07-19,payment,食費,食料品,-,-,外税,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,12,0
2021-07-19,payment,食費,食料品,-,-,鶏卵パックMS10個,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,151,0
2021-07-19,payment,食費,食料品,-,-,サントリーほろよい冷や,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,196,0
2021-07-18,payment,食費,食料品,-,-,外税,,,JPY,0,19,0
2021-07-18,payment,食費,食料品,-,-,テンネンスイ[゜ユアノモリ,,,JPY,0,245,0
2021-07-15,payment,水道・光熱,電気料金,-,-,,,,JPY,0,3283,0
2021-07-15,payment,食費,食料品,-,-,1外8%,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,5,0
2021-07-15,payment,食費,食料品,-,-,パン党宣言8枚,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,68,0
2021-07-15,payment,食費,食料品,現金,-,外税,,オーケー　西国分寺店,JPY,0,91,0
2021-07-15,payment,食費,食料品,現金,-,割引,,オーケー　西国分寺店,JPY,0,-30,0
2021-07-15,payment,食費,食料品,現金,-,ニンジン,,オーケー　西国分寺店,JPY,0,53,0
2021-07-15,payment,食費,食料品,現金,-,S&Bシチミトウカラシフクロ14ｇ,,オーケー　西国分寺店,JPY,0,50,0
2021-07-15,payment,食費,食料品,現金,-,メイジエッセルチョコクッキー200ml,,オーケー　西国分寺店,JPY,0,72,0
2021-07-15,payment,食費,食料品,現金,-,ソウウマミマッチャフラッペ,,オーケー　西国分寺店,JPY,0,216,0
2021-07-15,payment,食費,食料品,現金,-,ソウレンニュウイチゴ,,オーケー　西国分寺店,JPY,0,72,0
2021-07-15,payment,食費,食料品,現金,-,MOWカンジュクイチゴレンニュウ,,オーケー　西国分寺店,JPY,0,144,0
2021-07-15,payment,食費,食料品,現金,-,MOW(モウ)バニラ140ml,,オーケー　西国分寺店,JPY,0,72,0
2021-07-15,payment,食費,食料品,現金,-,キャベツ,,オーケー　西国分寺店,JPY,0,98,0
2021-07-15,payment,食費,食料品,現金,-,ハウスコクマロハヤシ150g,,オーケー　西国分寺店,JPY,0,109,0
2021-07-15,payment,食費,食料品,現金,-,グリコクレアクリームシチュー,,オーケー　西国分寺店,JPY,0,129,0
2021-07-15,payment,食費,食料品,現金,-,コンドウギュウニュウ1000ml,,オーケー　西国分寺店,JPY,0,159,0
2021-07-13,payment,食費,食料品,-,-,タ順等,,ジェーソン西国分寺店,JPY,0,19,0
2021-07-13,payment,食費,食料品,-,-,ペプシジャパンコーラゼロ,,ジェーソン西国分寺店,JPY,0,129,0
2021-07-13,payment,食費,食料品,-,-,アサヒソウカイレモンスカッシュ,,ジェーソン西国分寺店,JPY,0,119,0
2021-07-12,payment,日用雑貨,消耗品,-,-,,クイックルワイパー,Amazon,JPY,0,1386,0
2021-07-11,payment,食費,食料品,-,-,不明,,,JPY,0,-453,0
2021-07-11,payment,食費,食料品,-,-,"'/:.:jトl,等:",,,JPY,0,36,0
2021-07-11,payment,食費,食料品,-,-,",j'g~+・",,,JPY,0,452,0
2021-07-11,payment,食費,食料品,-,-,〔jl':j:9,,,JPY,0,39,0
2021-07-11,payment,食費,食料品,-,-,・ノマクンサンゲン』ョウ100%H,,,JPY,0,1,0
2021-07-11,payment,食費,食料品,-,-,,,,JPY,0,99,0
2021-07-11,payment,食費,食料品,-,-,【〕14〕X,,,JPY,0,196,0
2021-07-11,payment,食費,食料品,-,-,'''・・ガネルメンタイチーズアジカリ,,,JPY,0,118,0
2021-07-11,payment,日用雑貨,消耗品,-,-,超消臭シトラス詰替,,サンドラッグ　国立店,JPY,0,206,0
2021-07-11,payment,日用雑貨,消耗品,-,-,外税,,西友　国立店,JPY,0,52,0
2021-07-11,payment,日用雑貨,消耗品,-,-,KKアルミホイル,,西友　国立店,JPY,0,85,0
2021-07-11,payment,日用雑貨,消耗品,-,-,KKラップ22x50,,西友　国立店,JPY,0,108,0
2021-07-11,payment,日用雑貨,消耗品,-,-,キホンキッチンタオル,,西友　国立店,JPY,0,148,0
2021-07-11,payment,日用雑貨,消耗品,-,-,GVティッシュ,,西友　国立店,JPY,0,185,0
2021-07-11,payment,日用雑貨,消耗品,-,-,不明,,,JPY,0,-8,0
2021-07-11,payment,日用雑貨,消耗品,-,-,諜ミ袋3OL半透明,,,JPY,0,118,0
2021-07-11,payment,日用雑貨,消耗品,-,-,ペットポトル用麦茶75g,,,JPY,0,108,0
2021-07-11,payment,日用雑貨,消耗品,-,-,落ち落ちVフローリング取,,,JPY,0,110,0
2021-07-10,payment,日用雑貨,その他,-,-,,,サイクルベースあさひ,JPY,0,10138,0
2021-07-09,payment,水道・光熱,水道料金,-,-,,,東京水道局,JPY,0,3333,0
2021-07-08,payment,日用雑貨,消耗品,-,-,不明,,１００円ショップ　キャンドゥ西国分寺マイン店,JPY,0,198,0
2021-07-08,payment,日用雑貨,消耗品,-,-,外税,,１００円ショップ　キャンドゥ西国分寺マイン店,JPY,0,20,0
2021-07-08,payment,日用雑貨,消耗品,-,-,カッブグラス350MLオーロ|,,１００円ショップ　キャンドゥ西国分寺マイン店,JPY,0,2,0
2021-07-07,payment,通信,インターネット関連費,-,-,,NURO光,,JPY,0,980,0
2021-07-07,payment,食費,食料品,現金,-,外税,,オーケー　西国分寺店,JPY,0,36,0
2021-07-07,payment,食費,食料品,現金,-,割引,,オーケー　西国分寺店,JPY,0,-12,0
2021-07-07,payment,食費,食料品,現金,-,リキンキシセンラートウバンジャン,,オーケー　西国分寺店,JPY,0,150,0
2021-07-07,payment,食費,食料品,現金,-,サイズイロイロオススメタマゴ10コ,,オーケー　西国分寺店,JPY,0,193,0
2021-07-07,payment,食費,食料品,現金,-,キリンメッツクリアGF1.5L,,オーケー　西国分寺店,JPY,0,125,0
2021-07-07,payment,水道・光熱,ガス料金,-,-,,,エナジーダイレクト,JPY,0,2183,0
2021-07-04,payment,食費,食料品,現金,-,不明,,オーケー　西国分寺店,JPY,0,390,0
2021-07-04,payment,食費,食料品,現金,-,外税,,オーケー　西国分寺店,JPY,0,30,0
2021-07-04,payment,食費,食料品,現金,-,割引,,オーケー　西国分寺店,JPY,0,-11,0
2021-07-04,payment,食費,食料品,現金,-,割引,,オーケー　西国分寺店,JPY,0,-390,0
2021-07-04,payment,食費,食料品,現金,-,モリナガホッカイドウバター200,,オーケー　西国分寺店,JPY,0,390,0
2021-07-04,payment,日用雑貨,消耗品,-,-,〆ディース折財布(ファス,,ダイソー　立川,JPY,0,330,0
2021-07-04,payment,日用雑貨,消耗品,現金,-,外税,,１００円ショップセリア　ビックカメラ立川店,JPY,0,10,0
2021-07-04,payment,日用雑貨,消耗品,現金,-,ウエットティッシュ詰替,,１００円ショップセリア　ビックカメラ立川店,JPY,0,100,0
2021-07-04,payment,食費,食料品,現金,-,不明,,オーケー　西国分寺店,JPY,0,469,0
2021-07-04,payment,食費,食料品,現金,-,外税,,オーケー　西国分寺店,JPY,0,36,0
2021-07-04,payment,食費,食料品,現金,-,割引,,オーケー　西国分寺店,JPY,0,-12,0
2021-07-04,payment,食費,食料品,現金,-,割引,,オーケー　西国分寺店,JPY,0,-469,0
2021-07-04,payment,食費,食料品,現金,-,コップ1パイ1ニチブンノテツブン,,オーケー　西国分寺店,JPY,0,88,0
2021-07-04,payment,食費,食料品,現金,-,コンドウギュウニュウ1000ml,,オーケー　西国分寺店,JPY,0,159,0
2021-07-04,payment,食費,食料品,現金,-,アサヒジュウロクチャ2000mlx6,,オーケー　西国分寺店,JPY,0,103,0
2021-07-04,payment,食費,食料品,現金,-,ジャパンコーラゼロ1.5L,,オーケー　西国分寺店,JPY,0,119,0
2021-07-03,transfer,,,住信 SBI ネット銀行 代表口座,現金,,現金支払い店舗用,,JPY,0,0,10000
2021-07-03,payment,食費,食料品,現金,-,不明,,ロピア,JPY,0,1156,0
2021-07-03,payment,食費,食料品,現金,-,税額8,,ロピア,JPY,0,98,0
2021-07-03,payment,食費,食料品,現金,-,タグチクlクヒンクッキーサンドアイス4,,ロピア,JPY,0,78,0
2021-07-03,payment,食費,食料品,-,-,外税,,,JPY,0,425,0
2021-07-03,payment,食費,食料品,-,-,タ価パウンドケーキ(チョコ,,,JPY,0,158,0
2021-07-03,payment,食費,食料品,-,-,Nにんにく(中国産)3P,,,JPY,0,156,0
2021-07-03,payment,食費,食料品,-,-,タ価サラダスティック,,,JPY,0,55,0
2021-07-03,payment,食費,食料品,-,-,タ栖濃厚豆乳輔ごし,,,JPY,0,26,0
2021-07-03,payment,食費,食料品,-,-,1食焼きそば,,,JPY,0,114,0
2021-07-03,payment,食費,食料品,-,-,タ栖イタリアン粉チーズ85,,,JPY,0,215,0
2021-07-03,payment,食費,食料品,-,-,タ価プレンドチーズ,,,JPY,0,360,0
2021-07-03,payment,食費,食料品,-,-,N)1@凍鶏モモ肉2kg,,,JPY,0,648,0
2021-07-03,payment,食費,食料品,-,-,饗タ栖冷凍きしめん,,,JPY,0,155,0
2021-07-03,payment,食費,食料品,-,-,タ細伊達ごまだれ鮪,,,JPY,0,298,0
2021-07-03,payment,食費,食料品,-,-,タ価ミートボール,,,JPY,0,298,0
2021-07-03,payment,食費,食料品,-,-,Nむき枝豆,,,JPY,0,178,0
2021-07-03,payment,食費,食料品,-,-,タ価)+凍みかん,,,JPY,0,198,0
2021-07-03,payment,食費,食料品,-,-,冷凍ニラ,,,JPY,0,158,0
2021-07-03,payment,食費,食料品,-,-,タ価白身フライ,,,JPY,0,298,0
2021-07-03,payment,食費,食料品,-,-,Nメンチカツ,,,JPY,0,258,0
2021-07-03,payment,食費,食料品,-,-,タ価冷凍ポテト,,,JPY,0,248,0
2021-07-03,payment,食費,食料品,-,-,タ価むきあさり,,,JPY,0,428,0
2021-07-03,payment,食費,食料品,-,-,タ価ハッシュプラウン,,,JPY,0,168,0
2021-07-03,payment,食費,食料品,-,-,",,タ価業務スーパー・マル本",,,JPY,0,198,0
2021-07-03,payment,食費,食料品,-,-,タ価マカロニ(ペンネ),,,JPY,0,89,0
2021-07-03,payment,食費,食料品,-,-,タ価神戸物産そうめん,,,JPY,0,139,0
2021-07-03,payment,食費,食料品,-,-,Nスパゲッティ1.6mm,,,JPY,0,79,0
2021-07-03,payment,食費,食料品,-,-,タ価神戸シェフマヨネーズ,,,JPY,0,234,0
2021-07-03,payment,食費,食料品,-,-,NGSトマトケチャップ,,,JPY,0,168,0
2021-07-03,payment,食費,食料品,-,-,外税,,株式会社和光　府中店,JPY,0,27,0
2021-07-03,payment,食費,食料品,-,-,牛豚挽肉,,株式会社和光　府中店,JPY,0,342,0
2021-07-03,payment,食費,食料品,現金,-,外税,,,JPY,0,262,0
2021-07-03,payment,食費,食料品,現金,-,タネ8チバケンサンコシヒカリ5kg,,,JPY,0,1111,0
2021-07-03,payment,食費,食料品,現金,-,&INヒガシイハ・ラキサンコシ,,,JPY,0,1111,0
2021-07-03,payment,食費,食料品,現金,-,タt8アジノモFマル|リガラスープ,,,JPY,0,259,0
2021-07-03,payment,食費,食料品,現金,-,1物EXバーゲンオリーフ・オイル,,,JPY,0,799,0
2021-07-02,payment,食費,食料品,-,-,外税,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,47,0
2021-07-02,payment,食費,食料品,-,-,ドーナツミックス(チョコ,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,98,0
2021-07-02,payment,食費,食料品,-,-,イタリアンプリンタルト,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,338,0
2021-07-02,payment,食費,食料品,-,-,カルビーじゃがりこ梅,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,88,0
2021-07-02,payment,食費,食料品,-,-,パン党宣言8枚,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,68,0
2021-06-30,payment,水道・光熱,ガス料金,-,-,,,,JPY,0,2823,0
2021-06-27,payment,食費,食料品,-,-,不明,,オーケー　西国分寺店,JPY,0,562,0
2021-06-27,payment,食費,食料品,-,-,外税,,オーケー　西国分寺店,JPY,0,9,0
2021-06-27,payment,食費,食料品,-,-,外税,,オーケー　西国分寺店,JPY,0,36,0
2021-06-27,payment,食費,食料品,-,-,割引,,オーケー　西国分寺店,JPY,0,-12,0
2021-06-27,payment,食費,食料品,-,-,割引,,オーケー　西国分寺店,JPY,0,-562,0
2021-06-27,payment,食費,食料品,-,-,Fイセランオウジマンシロ10コ,,オーケー　西国分寺店,JPY,0,193,0
2021-06-27,payment,食費,食料品,-,-,ハウスコクマロチュウカラ140g,,オーケー　西国分寺店,JPY,0,109,0
2021-06-27,payment,食費,食料品,-,-,テーブルマークサヌキウドン5ショク,,オーケー　西国分寺店,JPY,0,169,0
2021-06-27,payment,食費,食料品,-,-,サントリーホロヨイシロイサワー350ml,,オーケー　西国分寺店,JPY,0,91,0
2021-06-26,payment,食費,食料品,-,-,レンジで簡単ポーチドエッ,,,JPY,0,110,0
2021-06-26,payment,食費,食料品,-,-,茸ミ箱(ふた付、の19c,,,JPY,0,110,0
2021-06-25,income,給与所得,,-,住信 SBI ネット銀行 代表口座,,,,JPY,100000,0,0
2021-06-25,payment,食費,食料品,-,-,外税,,オーケー　西国分寺店,JPY,0,5,0
2021-06-25,payment,食費,食料品,-,-,割引,,オーケー　西国分寺店,JPY,0,-1,0
2021-06-25,payment,食費,食料品,-,-,ナガネギ,,オーケー　西国分寺店,JPY,0,66,0
2021-06-25,payment,日用雑貨,消耗品,-,-,園分寺市可燃ゴミL,,セブン‐イレブン　西国分寺駅南口店,JPY,0,400,0
2021-06-24,payment,食費,食料品,-,-,外税,,オーケー　西国分寺店,JPY,0,7,0
2021-06-24,payment,食費,食料品,-,-,割引,,オーケー　西国分寺店,JPY,0,-2,0
2021-06-24,payment,食費,食料品,-,-,(Yケーキドーナツ4コ,,オーケー　西国分寺店,JPY,0,101,0
2021-06-23,payment,食費,食料品,-,-,外税,,ジェーソン西国分寺店,JPY,0,11,0
2021-06-23,payment,食費,食料品,-,-,テンネンスイピュアノモリ,,ジェーソン西国分寺店,JPY,0,147,0
2021-06-23,payment,食費,食料品,-,-,外税,,コープ国分寺内藤店,JPY,0,7,0
2021-06-23,payment,食費,食料品,-,-,uO10A小ねぎ,,コープ国分寺内藤店,JPY,0,98,0
2021-06-22,payment,食費,食料品,-,-,不明,,オーケー　西国分寺店,JPY,0,776,0
2021-06-22,payment,食費,食料品,-,-,外税,,オーケー　西国分寺店,JPY,0,60,0
2021-06-22,payment,食費,食料品,-,-,割引,,オーケー　西国分寺店,JPY,0,-19,0
2021-06-22,payment,食費,食料品,-,-,割引,,オーケー　西国分寺店,JPY,0,-776,0
2021-06-22,payment,食費,食料品,-,-,レタス,,オーケー　西国分寺店,JPY,0,98,0
2021-06-22,payment,食費,食料品,-,-,アジノモト50g,,オーケー　西国分寺店,JPY,0,96,0
